folder,psnr,ssim,lpips
04_18_2024_W2_F_Peppers1_F_1,11.15075,0.30433,0.79717
04_18_2024_W2_F_Pickles_P_2,9.63851,0.19351,0.92832
04_18_2024_W2_F_Pineapples1_F_1,11.57719,0.16482,0.80768
04_18_2024_W2_F_Plantains1_F_1,12.38636,0.42396,0.80844
04_18_2024_W2_F_Potatoes1_V_1,11.30888,0.35664,0.79481
04_18_2024_W2_F_Pringles_P_2,9.53371,0.24194,0.84762
04_18_2024_W2_F_Radish1_V_1,11.19073,0.24952,0.78488
04_18_2024_W2_F_Random_P_3,9.94173,0.28669,0.87768
04_18_2024_W2_F_Salsa1_P_1,9.2244,0.23386,0.87578
04_18_2024_W2_F_Snacks_P_2,10.27673,0.24237,0.82823
04_18_2024_W2_F_Soup_P_3,10.41218,0.18157,0.92759
04_18_2024_W2_F_Spices_P_3,9.73956,0.18819,0.89235
04_18_2024_W2_F_Sugar_P_3,9.46071,0.23976,0.91454
04_18_2024_W2_F_Tea_P_3,10.07385,0.25,0.88498
04_18_2024_W2_F_TomatoCans1_P_1,10.07434,0.18016,0.90316
04_18_2024_W2_F_Tomatoes1_F_1,11.76729,0.33245,0.74709
04_18_2024_W2_F_Vinegar_P_3,9.63623,0.3157,0.87518
04_18_2024_W3_F_Alfredo1_P_1,9.44248,0.2294,0.8662
04_18_2024_W3_F_AppleJuice_P_3,9.33464,0.22739,0.85773
04_18_2024_W3_F_Apples1_F_1,11.57482,0.28826,0.80626
04_18_2024_W3_F_Apples2_F_1,11.54679,0.28872,0.76631
04_18_2024_W3_F_Apples3_F_1,12.19592,0.35039,0.72981
04_18_2024_W3_F_Apples4_F_1,11.31876,0.38407,0.80218
04_18_2024_W3_F_Avacados1_F_1,11.34631,0.24783,0.79196
04_18_2024_W3_F_BBQSauce_P_3,9.32079,0.17976,0.87266
04_18_2024_W3_F_Bagels1_P_1,10.28113,0.22309,0.83648
04_18_2024_W3_F_Bananas1_F_1,10.48713,0.31479,0.78403
04_18_2024_W3_F_Bananas2_F_1,12.78131,0.43186,0.75995
04_18_2024_W3_F_Bread_P_2,9.34195,0.25537,0.80951
04_18_2024_W3_F_Breads1_P_1,10.75167,0.21877,0.77476
04_18_2024_W3_F_Buns1_P_1,9.67806,0.24556,0.85254
04_18_2024_W3_F_CanFruits_P_3,10.04084,0.23086,0.90412
04_18_2024_W3_F_CanSoup2_P_3,10.22922,0.20161,0.90744
04_18_2024_W3_F_CanSoup_P_3,9.58484,0.20482,0.88458
04_18_2024_W3_F_Candy2_P_2,9.32371,0.25569,0.86835
04_18_2024_W3_F_Candy3_P_2,9.18654,0.23479,0.86272
04_18_2024_W3_F_Candy_P_2,8.7801,0.25185,0.85921
04_18_2024_W3_F_Cans_P_2,9.61722,0.23906,0.86061
04_18_2024_W3_F_Cereal_P_2,9.3492,0.25411,0.86847
04_18_2024_W3_F_Chilli_P_3,9.19878,0.18272,0.89966
04_18_2024_W3_F_Chips2_P_2,9.66212,0.27483,0.86384
04_18_2024_W3_F_Chips3_P_2,9.42564,0.20238,0.87076
04_18_2024_W3_F_Chips_P_2,10.59873,0.23091,0.83504
04_18_2024_W3_F_Coffee_P_2,9.83555,0.28249,0.84716
04_18_2024_W3_F_Corn1_F_1,11.58389,0.25324,0.84182
04_18_2024_W3_F_Cucumbers1_F_1,10.90951,0.25724,0.80179
04_18_2024_W3_F_EnergyDrink_P_3,9.53236,0.22365,0.86161
04_18_2024_W3_F_Flour_P_2,10.35366,0.33429,0.84863
04_18_2024_W3_F_Gatorade2_P_3,9.68041,0.22225,0.86524
04_18_2024_W3_F_Gatorade_P_3,10.19314,0.18892,0.8843
04_18_2024_W3_F_Grapefruits1_F_1,12.24688,0.39125,0.76893
04_18_2024_W3_F_GreenPeppers1_F_1,11.74904,0.28827,0.79075
04_18_2024_W3_F_Greens1_V_1,11.17537,0.22473,0.7909
04_18_2024_W3_F_Honey_P_2,9.59103,0.26804,0.8395
04_18_2024_W3_F_HotSauce_P_3,9.16525,0.22659,0.87693
04_18_2024_W3_F_Juice_P_3,9.39239,0.18701,0.89719
04_18_2024_W3_F_Ketchup_P_3,9.02611,0.22401,0.87325
04_18_2024_W3_F_Lemons1_F_1,12.53302,0.31408,0.77186
04_18_2024_W3_F_Limes1_F_1,10.97704,0.28607,0.80934
04_18_2024_W3_F_Mangoes1_F_1,12.56243,0.3675,0.78225
04_18_2024_W3_F_Melons1_F_1,10.35659,0.38095,0.79457
04_18_2024_W3_F_Nectarines1_F_1,11.06267,0.31065,0.81743
04_18_2024_W3_F_Nuts_P_2,9.2146,0.18848,0.84816
