folder,psnr,ssim,lpips
04_19_2024_S_F_Bananas1_F_1,12.98201,0.33178,0.76755
04_18_2024_W_F_Nuts1_P_1,10.82101,0.21654,0.78037
03_21_2024_W_L_Potatoes_V_2,12.06519,0.38743,0.62966
04_18_2024_W2_F_Soup_P_3,11.31611,0.1847,0.83658
04_18_2024_W2_F_Chips5_P_2,10.30684,0.17864,0.84281
04_19_2024_S_F_OliveOil_P_3,11.79987,0.34141,0.75926
04_04_2024_W2_C_Apples2_F_1,13.33283,0.38594,0.64612
04_18_2024_W3_F_RedOnions1_V_1,12.45037,0.35954,0.68377
04_18_2024_W2_F_Candy3_P_2,9.82292,0.23688,0.7791
04_04_2024_W_C_Sauce_P_3,11.38706,0.25873,0.76601
04_18_2024_W2_F_Chips3_P_2,9.63799,0.23245,0.82445
04_18_2024_W3_F_Sugar_P_2,11.3795,0.28236,0.79107
04_04_2024_W2_C_Chips6_P_3,11.12962,0.19959,0.76024
04_18_2024_W_F_Pickles_P_2,10.66085,0.24657,0.85916
03_21_2024_W_L_Apples3_F_2,11.76589,0.38132,0.69625
04_04_2024_W_C_Various_P_2,12.26512,0.21753,0.60175
04_18_2024_W2_F_Oranges1_F_1,14.32128,0.44726,0.6069
04_04_2024_W2_C_Apples5_F_1,12.77551,0.36548,0.6039
04_18_2024_W2_F_Chips_P_2,10.40881,0.26263,0.80199
04_04_2024_NG_C_Gourds1_V_1,13.72618,0.4558,0.67316
04_18_2024_W3_F_Cucumbers1_F_1,12.48421,0.44314,0.62324
04_04_2024_S_C_ApplesLong1_F_1,12.41358,0.3657,0.80933
03_04_2024_S_L_Tomatoes_F_2,12.33763,0.27392,0.5404
04_19_2024_W4_F_CanTomato_P_3,9.55191,0.20525,0.82112
04_04_2024_W_C_FruitsLong1_F_1,11.7712,0.3217,0.78211
04_18_2024_W2_F_Pears1_F_1,17.52527,0.52855,0.33324
03_04_2024_S_L_FruitsLong3_F_1,13.37378,0.26668,0.57299
04_18_2024_W3_F_Candy2_P_2,9.69659,0.17137,0.81252
03_07_2024_S_L_Onions1_V_1,13.50159,0.31051,0.48037
04_18_2024_W_F_Pineapples1_F_1,11.27801,0.24855,0.71747
04_04_2024_S_C_Peppers2_F_1,12.17712,0.31716,0.82887
04_04_2024_W2_C_Peppers1_F_1,12.78116,0.40872,0.64654
03_21_2024_W_L_Cans_P_2,10.42752,0.17517,0.72138
04_18_2024_W_F_PastaSauce5_P_2,11.67198,0.24711,0.79845
04_18_2024_W3_F_Ranch_P_3,10.44964,0.25748,0.82375
04_18_2024_W3_F_Peppers1_F_1,14.05611,0.33467,0.59117
04_18_2024_W_F_Nectarines1_F_1,17.68437,0.53832,0.46399
04_18_2024_W_F_Cans6_P_2,11.63686,0.18215,0.74986
03_13_2024_S_Co_Apples_F_2,13.83245,0.39446,0.35641
04_04_2024_W2_C_Pickles_P_3,11.25307,0.21523,0.82472
04_19_2024_S_F_Melons_F_2,10.9332,0.40136,0.82055
04_04_2024_W_C_Beans_P_3,10.87462,0.18597,0.88465
04_19_2024_W4_F_Plums2_F_1,11.97182,0.39299,0.66022
04_18_2024_W2_F_Bread2_P_1,9.95912,0.18474,0.83647
04_18_2024_W3_F_Limes1_F_1,12.72334,0.364,0.57509
04_19_2024_W4_F_Bananas2_F_1,14.10118,0.40779,0.63591
04_18_2024_W2_F_Spices_P_3,9.0277,0.19478,0.85797
04_18_2024_W_F_Melons1_F_1,16.18809,0.56563,0.55551
04_04_2024_S_C_Apples1_F_1,14.13584,0.47615,0.67281
04_19_2024_W4_F_CanBeans_P_3,11.3867,0.19981,0.86042
04_04_2024_W_C_Oil_P_3,11.6713,0.22082,0.76166
04_18_2024_W2_F_HotSauce1_P_1,10.13541,0.22742,0.86338
04_04_2024_S_C_OrangesLong1_F_1,11.80005,0.3886,0.7793
04_18_2024_W3_F_Mangoes1_F_1,14.97625,0.47773,0.60082
03_07_2024_S_L_Potatoes1_V_1,13.58454,0.25386,0.54037
04_04_2024_NG_C_Fruits1_F_1,11.20842,0.28475,0.76676
04_18_2024_W2_F_GrapeFruit1_F_1,15.55076,0.44954,0.49254
04_18_2024_W3_F_Chips2_P_2,10.12397,0.25235,0.82205
04_18_2024_W_F_RedOnions1_V_1,13.76122,0.42593,0.56367
04_19_2024_W4_F_Onions1_V_1,10.49412,0.21856,0.74672
04_18_2024_W3_F_Apples4_F_1,12.18547,0.37204,0.77822
04_18_2024_W3_F_Oils2_P_2,11.03363,0.24198,0.71574
04_04_2024_W_C_Cucumbers1_V_1,12.39149,0.39134,0.66233
04_04_2024_W2_C_ApplesLong2_F_1,null,null,null
04_18_2024_W3_F_HotSauce_P_3,10.39025,0.25497,0.81373
04_19_2024_W_F_Ranch_P_2,11.11918,0.21584,0.82206
04_19_2024_S2_F_FruitCans1_P_1,11.42017,0.21053,0.75475
04_18_2024_W2_F_Greens1_V_1,11.93268,0.27126,0.75508
04_18_2024_W3_F_Tomatoes2_F_1,12.9107,0.45437,0.62559
03_21_2024_W_L_Apples2_F_2,11.54555,0.26831,0.64951
04_04_2024_W2_C_Bread_P_2,10.53912,0.29808,0.80542
04_18_2024_W_F_Syrup1_P_1,10.25882,0.24098,0.77941
04_18_2024_W2_F_Ketchup_P_2,8.37544,0.21201,0.86944
04_04_2024_W2_C_Bread3_P_2,12.42182,0.23765,0.63463
03_21_2024_W_L_Drinks_P_2,12.39551,0.2528,0.5582
04_19_2024_W4_F_Chips_P_3,10.98638,0.2741,0.86457
04_18_2024_W2_F_OrangeJuice_P_3,10.1658,0.43721,0.88413
03_21_2024_W_L_Honey1_P_1,13.03786,0.28335,0.45101
04_18_2024_W3_F_BBQSauce_P_3,9.86689,0.19675,0.775
04_18_2024_W_F_Flour_P_2,13.06962,0.36737,0.68528
03_04_2024_S_L_Bananas_F_2,12.06367,0.33397,0.7571
04_04_2024_W2_C_PotatoesLong2_V_1,9.95376,0.39045,0.82274
04_19_2024_W4_F_Nectarines1_F_1,14.33064,0.45783,0.56815
04_19_2024_S2_F_Drinks_P_2,10.00288,0.22656,0.86228
