folder,psnr,ssim,lpips
04_04_2024_W_C_Salsa_P_3,9.875,0.25316,0.81936
04_04_2024_W_C_Sauce2_P_3,9.84388,0.22537,0.83367
04_04_2024_W_C_Sauce_P_3,10.09782,0.25456,0.82664
04_04_2024_W_C_Snacks2_P_2,11.66163,0.28839,0.73418
04_04_2024_W_C_Snacks_P_2,13.16706,0.35796,0.73384
04_04_2024_W_C_Sugar_P_2,13.289,0.36593,0.68282
04_04_2024_W_C_TomatoCans_P_3,10.44823,0.2165,0.7969
04_04_2024_W_C_Tomatoes1_F_1,12.65551,0.30077,0.71584
04_04_2024_W_C_Tomatoes2_F_1,12.76637,0.3771,0.68239
04_04_2024_W_C_Various_P_2,11.6987,0.24168,0.70993
04_04_2024_W_C_Watermelon_F_2,14.44916,0.4114,0.63964
04_18_2024_W2_F_AppleJuice2_P_3,10.12709,0.27884,0.8569
04_18_2024_W2_F_AppleJuice_P_3,10.33868,0.32361,0.87467
04_18_2024_W2_F_AppleSauce1_P_1,10.03073,0.24499,0.82371
04_18_2024_W2_F_Apples1_F_1,11.96588,0.26617,0.70488
04_18_2024_W2_F_Apples2_F_1,12.45156,0.32431,0.67788
04_18_2024_W2_F_Apples3_F_1,14.0079,0.44327,0.64075
04_18_2024_W2_F_Apples4_F_1,11.3319,0.26045,0.6951
04_18_2024_W2_F_BBQSauce2_P_2,9.62945,0.224,0.78959
04_18_2024_W2_F_BBQSauce_P_3,9.00473,0.28867,0.94937
04_18_2024_W2_F_Bagels_P_3,10.93854,0.27614,0.85602
04_18_2024_W2_F_Bread1_P_1,9.9785,0.24768,0.77575
04_18_2024_W2_F_Bread2_P_1,10.30184,0.21084,0.76787
04_18_2024_W2_F_Bread_P_3,10.81678,0.3056,0.86177
04_18_2024_W2_F_Buns1_P_1,10.12012,0.22622,0.80356
04_18_2024_W2_F_Candy2_P_2,9.64226,0.22832,0.80505
04_18_2024_W2_F_Candy3_P_2,10.41757,0.24658,0.76541
04_18_2024_W2_F_Candy4_P_2,10.13453,0.23146,0.8074
04_18_2024_W2_F_Candy5_P_2,9.95364,0.22611,0.79202
04_18_2024_W2_F_Candy_P_2,10.16973,0.233,0.77279
04_18_2024_W2_F_Cans2_P_2,10.59999,0.26646,0.76875
04_18_2024_W2_F_Cans3_P_2,10.34633,0.2613,0.75011
04_18_2024_W2_F_Cans_P_2,10.58777,0.27144,0.77199
04_18_2024_W2_F_Chips2_P_2,10.24225,0.21807,0.77331
04_18_2024_W2_F_Chips3_P_2,10.62934,0.26693,0.8065
04_18_2024_W2_F_Chips4_P_2,10.35281,0.21715,0.80575
04_18_2024_W2_F_Chips5_P_2,9.61683,0.17681,0.78878
04_18_2024_W2_F_Chips_P_2,10.11491,0.23016,0.79069
04_18_2024_W2_F_Coffee2_P_3,9.84382,0.27691,0.87173
04_18_2024_W2_F_Coffee3_P_3,10.03071,0.27723,0.84764
04_18_2024_W2_F_Coffee4_P_3,10.43377,0.33613,0.84374
04_18_2024_W2_F_Coffee_P_3,10.08721,0.26187,0.86452
04_18_2024_W2_F_Cucumbers1_V_1,10.69837,0.19511,0.7206
04_18_2024_W2_F_Dressing_P_2,9.78084,0.24986,0.78797
04_18_2024_W2_F_Flour1_P_1,10.31205,0.31626,0.83981
04_18_2024_W2_F_GrapeFruit1_F_1,13.16443,0.39236,0.71537
04_18_2024_W2_F_GreenPeppers1_F_1,11.36692,0.23862,0.69667
04_18_2024_W2_F_Greens1_V_1,11.46099,0.28412,0.75009
04_18_2024_W2_F_HotSauce1_P_1,10.29487,0.25595,0.78435
04_18_2024_W2_F_Jam1_P_1,9.23104,0.20212,0.78221
04_18_2024_W2_F_Juice_P_3,10.4225,0.30862,0.87027
04_18_2024_W2_F_Ketchup_P_2,9.43803,0.21458,0.78707
04_18_2024_W2_F_Lemons1_F_1,13.11213,0.30639,0.67828
04_18_2024_W2_F_Mangoes1_F_1,12.14538,0.3312,0.71681
04_18_2024_W2_F_Melons1_F_1,15.13998,0.35245,0.66579
04_18_2024_W2_F_Melons2_F_1,12.58626,0.39818,0.67047
04_18_2024_W2_F_Nuts_P_2,9.57501,0.23487,0.77608
