folder,psnr,ssim,lpips
04_18_2024_W3_F_Onions1_V_1,11.53873,0.23434,0.60122
04_04_2024_S_C_Ketchup_P_2,12.65914,0.23573,0.56985
04_04_2024_W2_C_Oil_P_3,8.96742,0.04305,0.66387
04_18_2024_W3_F_Melons1_F_1,11.22266,0.21964,0.5752
04_04_2024_S_C_Various_F_2,null,null,null
04_18_2024_W_F_Coconuts1_F_1,11.53351,0.17484,0.50658
04_04_2024_S_C_Broccoli1_V_1,13.95841,0.23415,0.50316
04_04_2024_S_C_Chips3_P_2,6.40059,0.00834,0.9615
04_18_2024_W2_F_Candy_P_2,11.75625,0.15737,0.55863
04_18_2024_W2_F_Tea_P_3,10.7734,0.26217,0.56184
04_18_2024_W3_F_Ketchup_P_3,8.18223,0.06165,0.64544
04_04_2024_W_C_Snacks_P_2,6.66672,0.00272,0.94807
04_18_2024_W_F_Greens2_V_1,15.17305,0.37255,0.41099
03_21_2024_W_L_Plantains1_F_1,15.53039,0.39634,0.3528
04_18_2024_W3_F_Coffee_P_2,6.14238,0.01517,0.95071
04_04_2024_W_C_PastaSauce4_P_2,6.48851,0.00197,0.9582
04_18_2024_W3_F_Ranch2_P_3,6.20876,0.00782,0.92955
03_21_2024_W_L_Nectarines1_F_1,14.40956,0.2505,0.47507
04_04_2024_W_C_Greens3_V_1,13.06674,0.25521,0.46511
04_18_2024_W_F_Coffee2_P_2,6.17557,0.0044,0.95422
04_18_2024_W3_F_Corn1_F_1,null,null,null
04_18_2024_W2_F_BBQSauce_P_3,7.34083,0.03987,0.49316
04_18_2024_W_F_Coffee_P_2,5.77386,0.01415,0.94736
03_21_2024_W_L_Honey1_P_1,11.66352,0.25342,0.5728
04_04_2024_W_C_Cans_P_3,6.07639,0.00709,0.95882
04_18_2024_W2_F_Tomatoes1_F_1,13.27469,0.20029,0.59269
04_04_2024_S_C_Apples2_F_1,15.77326,0.41226,0.36977
04_04_2024_W2_C_Cucumbers1_V_1,11.29307,0.12576,0.53203
04_18_2024_W_F_Doritos_P_3,9.05534,0.05512,0.62861
04_19_2024_W4_F_Sauce_P_3,9.6237,0.09417,0.65743
04_04_2024_S_C_Apples_P_3,null,null,null
04_18_2024_W3_F_Gatorade2_P_3,5.64071,0.00693,0.92925
04_04_2024_W2_C_PotatoesLong1_V_1,12.96762,0.25768,0.52484
