folder,psnr,ssim,lpips
04_18_2024_W2_F_Candy5_P_2,9.80377,0.13687,0.73756
04_04_2024_W2_C_Oil2_P_3,10.1504,0.15113,0.79768
04_04_2024_S_C_Chips3_P_1,10.52216,0.12531,0.69259
04_04_2024_W2_C_Mangoes1_F_1,11.50059,0.19562,0.72379
04_19_2024_S2_F_FruitCans1_P_1,10.30479,0.13787,0.76923
04_04_2024_NG_C_Fruits1_F_1,10.71739,0.1753,0.74423
04_18_2024_W2_F_OrangeJuice_P_3,9.99398,0.14243,0.81293
04_18_2024_W_F_Corn1_F_1,12.00642,0.16558,0.63431
04_18_2024_W_F_Broccoli1_V_1,12.91745,0.20808,0.56128
04_18_2024_W_F_Chips2_P_3,9.76904,0.12266,0.76475
04_18_2024_W2_F_Salsa1_P_1,9.13213,0.14403,0.78393
04_18_2024_W3_F_Oils3_P_2,9.10006,0.17592,0.77056
04_04_2024_W2_C_Juice_P_2,14.54219,0.27569,0.20823
04_04_2024_S_C_Chips4_P_1,10.77422,0.09919,0.87323
04_04_2024_W2_C_Bread2_P_2,11.11283,0.16733,0.62866
03_21_2024_W_L_Peppers_F_2,11.83662,0.17731,0.6489
04_19_2024_S2_F_Lemons1_F_1,12.00555,0.19561,0.65812
04_04_2024_W2_C_Sauce_P_2,10.66446,0.1827,0.72378
04_18_2024_W_F_Onions1_V_1,12.59554,0.2699,0.61423
04_04_2024_W_C_Flour_P_2,12.18037,0.23991,0.63276
04_18_2024_W_F_Olive_P_3,9.39575,0.11315,0.80531
04_04_2024_W2_C_ApplesLong2_F_1,11.46217,0.15945,0.70844
04_18_2024_W_F_Tostitos2_P_3,10.39609,0.09892,0.81211
04_18_2024_W2_F_Coffee3_P_3,9.65503,0.14068,0.80273
04_18_2024_W2_F_Candy4_P_2,9.42353,0.13919,0.78891
04_04_2024_W2_C_Apples1_F_1,12.29893,0.21908,0.68117
04_04_2024_W_C_Mangoes1_F_1,11.19342,0.25925,0.70184
04_04_2024_S_C_Sauces_P_2,11.02842,0.16588,0.60398
04_04_2024_W2_C_PotatoesLong2_V_1,11.24628,0.2373,0.71421
04_18_2024_W3_F_Breads1_P_1,10.64104,0.14349,0.65197
04_18_2024_W2_F_Buns1_P_1,10.17643,0.1283,0.77712
04_18_2024_W2_F_Candy2_P_2,9.50004,0.13996,0.79433
04_18_2024_W3_F_Oils2_P_2,9.03969,0.18635,0.79283
04_18_2024_W2_F_PastaSauce2_P_1,10.05513,0.12611,0.83438
04_18_2024_W_F_Mustard_P_2,10.22163,0.10792,0.58876
04_04_2024_S_C_Coffee2_P_3,10.91075,0.15232,0.79661
04_18_2024_W3_F_PastaSauce1_P_1,10.21083,0.1284,0.72266
04_19_2024_W4_F_MixedNuts_P_3,9.48694,0.12326,0.8002
04_04_2024_W2_C_Chips5_P_3,10.42075,0.14571,0.78229
04_19_2024_W4_F_Tomatoes2_F_1,11.59416,0.18687,0.63716
04_04_2024_W_C_PastaSauce2_P_2,11.54007,0.24936,0.6505
04_18_2024_W3_F_Bread_P_2,9.40597,0.15127,0.70147
04_18_2024_W_F_Oil_P_3,10.09688,0.14325,0.81194
04_19_2024_S_F_Melons_F_2,12.10386,0.23445,0.68903
04_19_2024_W4_F_Oranges1_F_1,11.75228,0.25899,0.72336
04_18_2024_W_F_Apples4_F_1,12.56048,0.24669,0.61959
04_18_2024_W2_F_Bagels_P_3,10.42535,0.13424,0.80033
04_18_2024_W2_F_Bread_P_3,10.92541,0.1247,0.80242
04_04_2024_W_C_Salsa_P_3,9.80122,0.14848,0.79064
04_04_2024_W_C_FruitsLong1_F_1,11.37555,0.1785,0.74621
04_18_2024_W3_F_Onions1_V_1,12.07743,0.28065,0.63094
04_04_2024_S_C_Ketchup_P_2,11.12254,0.23398,0.70425
04_04_2024_W2_C_Oil_P_3,10.13522,0.121,0.66235
04_18_2024_W3_F_Melons1_F_1,10.62761,0.28452,0.75052
04_04_2024_S_C_Various_F_2,11.56962,0.23623,0.74078
04_18_2024_W_F_Coconuts1_F_1,11.96077,0.33528,0.70953
04_04_2024_S_C_Broccoli1_V_1,12.00259,0.16396,0.64234
04_04_2024_S_C_Chips3_P_2,11.12185,0.16081,0.65955
04_18_2024_W2_F_Candy_P_2,10.20315,0.14939,0.73726
04_18_2024_W2_F_Tea_P_3,10.00003,0.17785,0.80158
04_18_2024_W3_F_Ketchup_P_3,9.14139,0.13058,0.82517
04_04_2024_W_C_Snacks_P_2,11.59683,0.21791,0.66113
04_18_2024_W_F_Greens2_V_1,11.91786,0.22897,0.59671
03_21_2024_W_L_Plantains1_F_1,13.41132,0.32195,0.49155
04_18_2024_W3_F_Coffee_P_2,9.68144,0.1625,0.77891
04_04_2024_W_C_PastaSauce4_P_2,11.85037,0.23639,0.6538
04_18_2024_W3_F_Ranch2_P_3,9.60208,0.11062,0.79
03_21_2024_W_L_Nectarines1_F_1,12.51412,0.21315,0.66512
04_04_2024_W_C_Greens3_V_1,11.74965,0.19563,0.57292
04_18_2024_W_F_Coffee2_P_2,10.48832,0.18304,0.79319
04_18_2024_W3_F_Corn1_F_1,11.55533,0.14538,0.72082
04_18_2024_W2_F_BBQSauce_P_3,9.15127,0.13992,0.77978
04_18_2024_W_F_Coffee_P_2,10.45426,0.19322,0.71806
03_21_2024_W_L_Honey1_P_1,10.69661,0.19781,0.6449
04_04_2024_W_C_Cans_P_3,9.62232,0.09778,0.80066
04_18_2024_W2_F_Tomatoes1_F_1,11.72593,0.21435,0.6137
